Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
257;Brandon Ingram;SF;24;NOP;36;36;34.4;8.2;18.4;0.443;1.6;4.7;0.345;6.6;13.8;0.476;0.486;4.5;5.5;0.818;0.8;5.3;6.1;5.2;0.6;0.3;2.6;2;22.4
258;Kyrie Irving;PG;29;BRK;6;6;34.5;9.5;19.2;0.496;2;5.5;0.364;7.5;13.7;0.549;0.548;1.3;1.3;1;0.5;4.2;4.7;5.2;1;0.3;2;2.3;22.3
259;Wes Iwundu;SF;27;ATL;3;1;27.3;2.7;6;0.444;1;1.7;0.6;1.7;4.3;0.385;0.528;1;1.3;0.75;1;3.3;4.3;0;0.3;0;0.3;2.7;7.3
260;Frank Jackson;PG;23;DET;33;5;22.7;3.7;9.2;0.403;1.9;5.6;0.333;1.8;3.6;0.513;0.505;1.3;1.6;0.83;0.3;1.2;1.5;0.9;0.5;0.2;0.8;1.6;10.7
261;Isaiah Jackson;PF;20;IND;13;0;6.5;1.1;2.5;0.438;0;0.1;0;1.1;2.4;0.452;0.438;0.7;1.2;0.563;0.7;1.4;2.1;0.1;0.4;0.4;0.2;1.2;2.8
262;Jaren Jackson Jr.;PF;22;MEM;47;47;27.5;5.6;13.6;0.414;1.7;5.6;0.314;3.9;8;0.484;0.479;3.5;4.3;0.817;1.3;4.4;5.7;1.1;1;2.2;1.8;3.4;16.5
263;Josh Jackson;SF;24;DET;36;3;18.6;2.8;6.8;0.415;0.8;3.1;0.27;2;3.8;0.533;0.476;1;1.4;0.714;0.5;2.7;3.2;1.3;0.5;0.4;1;1.9;7.5
264;Justin Jackson;SF;26;PHO;3;0;7.7;1.7;2.3;0.714;1;1.7;0.6;0.7;0.7;1;0.929;0;0;0;0.3;1.7;2;0;0;0;0.3;0.7;4.3
265;Reggie Jackson;SG;31;LAC;43;43;31.6;6.3;16.1;0.389;2.4;7.5;0.321;3.8;8.6;0.448;0.464;1.8;2.1;0.844;0.5;3;3.4;4.2;0.8;0.1;2.2;1.9;16.7
266;LeBron James;SF;37;LAL;34;34;36.6;10.8;20.9;0.517;2.9;7.9;0.362;7.9;13;0.611;0.585;4.4;5.8;0.758;1.1;6.5;7.6;6.4;1.6;1.1;3.2;2.2;28.9
267;DeJon Jarreau;SG;24;IND;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
268;DaQuan Jeffries;SG;24;MEM;3;0;3;0.3;0.7;0.5;0;0.3;0;0.3;0.3;1;0.5;0;0;0;0;0.7;0.7;0.3;0;0;0;0.3;0.7
269;Ty Jerome;SG;24;OKC;36;3;15.6;2.6;6.6;0.391;1;3.6;0.287;1.6;3;0.514;0.468;0.8;1;0.806;0.4;1.1;1.5;1.7;0.6;0.1;0.7;1.4;7
270;Isaiah Joe;SG;22;PHI;30;1;12;1.2;3.7;0.333;0.9;2.8;0.306;0.4;0.9;0.423;0.45;0.5;0.5;0.938;0.1;1.1;1.2;0.7;0.3;0.1;0.3;0.8;3.8
271;Alize Johnson;PF;25;WAS;3;0;6;0.7;2;0.333;0;0.7;0;0.7;1.3;0.5;0.333;0;0.3;0;1.7;2.3;4;0;0;0;1;0;1.3
272;B.J. Johnson;SF;26;ORL;4;0;16.3;2.8;6.3;0.44;1;2.5;0.4;1.8;3.8;0.467;0.52;0;0;0;1.5;2.3;3.8;0;0;0.3;0;1;6.5
273;Cameron Johnson;PF;25;PHO;41;6;25.4;4;8.8;0.457;2.4;5.7;0.427;1.6;3.1;0.512;0.596;1.2;1.5;0.836;0.6;3.6;4.2;1.3;0.9;0.2;0.7;1.6;11.7
274;David Johnson;SG;20;TOR;2;0;1;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;Jalen Johnson;PF;20;ATL;11;0;4.7;0.7;1.5;0.471;0.2;0.5;0.333;0.5;1;0.545;0.529;0.4;0.5;0.667;0;1.2;1.2;0.1;0;0;0.2;0.3;2
276;James Johnson;PF;34;BRK;30;2;17.1;2;4.1;0.48;0.2;1;0.241;1.7;3.1;0.553;0.508;0.2;0.6;0.353;0.8;2.5;3.3;1.6;0.4;0.4;0.6;1.9;4.4
277;Joe Johnson;SG;40;BOS;1;0;2;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2
278;Keldon Johnson;SF;22;SAS;42;41;30.6;5.6;12.1;0.459;1.7;3.9;0.439;3.9;8.2;0.468;0.529;2;2.7;0.713;1;5.3;6.3;1.6;0.7;0.1;1.3;1.8;14.8
279;Keon Johnson;SG;19;LAC;15;0;9;1.1;3.4;0.333;0.2;0.7;0.273;0.9;2.7;0.35;0.363;1.1;1.4;0.762;0.4;1;1.4;0.9;0.5;0.1;0.5;1.4;3.5
280;Stanley Johnson;PF;25;LAL;12;5;20.5;2.3;4.5;0.519;0.8;2.4;0.345;1.5;2.1;0.72;0.611;1.1;1.4;0.765;0.5;2.3;2.8;1.4;0.8;0.4;0.6;3.2;6.6
281;Tyler Johnson;PG;29;SAS;3;0;17.7;0.7;3.3;0.2;0.7;2;0.333;0;1.3;0;0.3;0;0;0;0.7;1.3;2;1.7;0.7;0.7;0.3;1;2
282;Nikola Joki?;C;26;DEN;39;39;33.1;10.1;17.7;0.572;1.5;4.2;0.37;8.6;13.5;0.634;0.615;4.2;5.3;0.787;2.8;11.1;13.9;7.5;1.4;0.8;3.5;2.5;25.9
283;Carlik Jones;PG;24;DEN;2;0;2;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;1
284;Damian Jones;C;26;SAC;27;4;14.1;2.1;3.7;0.58;0.1;0.4;0.25;2;3.3;0.625;0.595;1.2;1.7;0.717;1.5;2.7;4.2;0.8;0.1;0.4;1;2;5.6
285;Derrick Jones Jr.;PF;24;CHI;31;8;17.2;2.3;3.9;0.582;0.5;1.2;0.405;1.8;2.7;0.659;0.643;1.3;1.5;0.848;1.2;2.2;3.4;0.5;0.5;0.7;0.5;2.3;6.3
286;Herbert Jones;C;23;NOP;42;33;29.2;3.5;7;0.502;0.7;1.7;0.4;2.9;5.4;0.533;0.549;1.4;1.8;0.811;1.2;2.5;3.7;1.9;1.5;0.9;1.1;3.1;9.1
287;Jemerrio Jones;SF;26;LAL;2;0;7.5;1;1.5;0.667;0;0;0;1;1.5;0.667;0.667;0;0;0;1;0.5;1.5;0;0.5;0;0;1;2
288;Kai Jones;C;21;CHO;13;0;2.8;0.3;0.5;0.667;0;0.1;0;0.3;0.4;0.8;0.667;0.1;0.3;0.25;0.1;0.4;0.5;0.2;0;0;0.4;0.2;0.7
289;Mason Jones;SG;23;LAL;2;0;4.5;1;4;0.25;0;1;0;1;3;0.333;0.25;0.5;1;0.5;0.5;0.5;1;0;0.5;0;0.5;0.5;2.5
290;Tre Jones;PG;22;SAS;37;2;12.3;1.8;3.6;0.485;0.1;0.4;0.143;1.7;3.2;0.525;0.493;0.6;0.6;0.957;0.4;1.5;1.9;2.2;0.4;0;0.6;0.9;4.2
291;Tyus Jones;PG;25;MEM;45;13;21.1;3.2;6.8;0.471;1;2.5;0.386;2.2;4.3;0.521;0.542;0.8;0.8;0.921;0.3;2.4;2.7;4.2;0.9;0;0.8;0.4;8.2
292;DeAndre Jordan;C;33;LAL;29;18;13;2;3;0.674;0;0;0;2;3;0.674;0.674;0.3;0.6;0.588;1.6;4;5.5;0.4;0.3;0.9;0.7;1.7;4.3
293;Cory Joseph;PG;30;DET;34;8;23.3;2.7;6;0.448;1;2.3;0.436;1.7;3.7;0.456;0.532;1.8;2.1;0.833;0.4;1.9;2.2;4;0.7;0.2;1.4;1.8;8.1
294;Georgios Kalaitzakis;SF;23;MIL;9;0;5.3;0.6;1.2;0.455;0.2;0.4;0.5;0.3;0.8;0.429;0.545;0.4;1;0.444;0.4;0.4;0.9;0;0.1;0.1;0.4;0.9;1.8
295;Frank Kaminsky;C;28;PHO;9;0;20.1;4;7.3;0.545;0.6;1.7;0.333;3.4;5.7;0.608;0.583;2;2.2;0.9;1.2;3.3;4.6;1.4;0.9;0.8;0.6;1.6;10.6
296;Luke Kennard;SG;25;LAC;37;10;28.7;4;9.4;0.427;2.7;6.3;0.431;1.3;3.1;0.417;0.571;0.8;0.9;0.886;0.2;3.1;3.3;2;0.6;0.1;0.8;1.6;11.5
297;Braxton Key;SF;24;PHI;2;0;3;0.5;1;0.5;0;0.5;0;0.5;0.5;1;0.5;0;0;0;0.5;0.5;1;0.5;0.5;0;1;0.5;1
298;George King;SF;28;DAL;4;0;4.8;0;1.3;0;0;1;0;0;0.3;0;0;0.3;0.5;0.5;0;1.3;1.3;0;0;0;0.3;1;0.3
299;Louis King;SF;22;SAC;5;0;11;1.8;5.2;0.346;1;3.2;0.313;0.8;2;0.4;0.442;1.2;1.4;0.857;0;1.6;1.6;0.2;0.4;0;0;1.6;5.8
300;Corey Kispert;SF;22;WAS;41;7;18;2.1;4.9;0.438;0.9;2.8;0.316;1.3;2.1;0.598;0.527;0.8;0.9;0.868;0.5;1.7;2.2;0.8;0.3;0.2;0.5;0.9;6
301;Maxi Kleber;PF;30;DAL;31;14;24.7;2.5;6.1;0.404;1.6;4.6;0.359;0.8;1.5;0.543;0.54;0.7;0.9;0.75;1.1;4.6;5.7;1.2;0.4;0.8;0.8;2.3;7.2
302;Brandon Knight;PG;30;DAL;3;0;18;3;6.7;0.45;1.3;4.3;0.308;1.7;2.3;0.714;0.55;2.7;2.7;1;0;2.3;2.3;2.7;0.3;0;1.3;1.7;10
303;Nathan Knight;PF;24;MIN;22;2;8.3;1.1;2.1;0.511;0.1;0.3;0.286;1;1.8;0.55;0.532;1.3;1.8;0.7;0.9;1.6;2.5;0.6;0.2;0.3;0.5;1.2;3.5
304;Kevin Knox;SF;22;ATL;2;0;9;1;2;0.5;0.5;1.5;0.333;0.5;0.5;1;0.625;0;0;0;0;0.5;0.5;0;0;0;0.5;1;2.5
305;John Konchar;SG;25;MEM;40;4;17.9;1.9;3.6;0.531;0.8;1.7;0.455;1.2;1.9;0.597;0.636;0.4;0.7;0.593;1.2;3.2;4.3;1.4;0.8;0.3;0.5;1.2;5
306;Furkan Korkmaz;SG;24;PHI;41;14;23.8;3.2;8.3;0.389;1.4;4.8;0.287;1.9;3.6;0.524;0.471;1.1;1.3;0.83;0.3;2.8;3.1;2.4;0.6;0.1;0.8;1;8.9
307;Luke Kornet;C;26;MIL;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0
308;Vit Krejci;SG;21;OKC;3;0;3;0;0.7;0;0;0.7;0;0;0;0;0;0.7;0.7;1;0;1;1;0;0;0;0.3;0;0.7
309;Arnoldas Kulboka;SF;24;CHO;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310;Jonathan Kuminga;SF;19;GSW;34;4;11.9;2.3;4.8;0.476;0.5;1.6;0.302;1.8;3.3;0.559;0.524;1.4;2.2;0.653;0.5;1.9;2.4;0.5;0.4;0.2;0.8;1.5;6.5
311;Kyle Kuzma;PF;26;WAS;43;43;33.3;5.9;13.1;0.454;1.8;5.5;0.323;4.2;7.6;0.547;0.521;2.1;3;0.69;1.1;7.8;8.8;2.9;0.6;0.8;2.2;2;15.7
312;Anthony Lamb;SF;24;SAS;2;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.5;0.5;1;0;0;0;0;0
313;Jeremy Lamb;SF;29;IND;31;0;14.8;2.2;5.9;0.368;1;3;0.337;1.2;2.9;0.4;0.453;1.7;1.9;0.898;0.4;1.9;2.4;1.3;0.5;0.4;0.6;1.2;7
314;Jock Landale;C;26;SAS;28;1;10.5;1.9;3.6;0.52;0.6;1.5;0.39;1.3;2.1;0.61;0.6;0.7;0.8;0.87;1.3;1.1;2.4;1;0.2;0.4;0.7;0.9;5
315;Romeo Langford;SG;22;BOS;36;5;18.1;1.9;4.5;0.432;0.7;2;0.333;1.3;2.5;0.511;0.506;0.5;0.8;0.643;0.8;1.9;2.8;0.5;0.6;0.4;0.4;1.2;5.1
316;Zach LaVine;SF;26;CHI;38;38;34;9;18.4;0.491;2.9;7.2;0.412;6.1;11.2;0.542;0.572;3.9;4.5;0.872;0.3;4.4;4.8;4.2;0.6;0.3;2.8;1.6;24.9
317;Jake Layman;SF;27;MIN;19;1;8.3;0.9;2.4;0.37;0.2;1.3;0.167;0.7;1.2;0.591;0.413;0.3;0.4;0.75;0.2;1;1.2;0.3;0.3;0.2;0.4;0.4;2.3
318;Damion Lee;SG;29;GSW;35;2;20.3;3;6.5;0.456;1.1;3.1;0.352;1.9;3.4;0.55;0.539;1.1;1.2;0.86;0.4;2.7;3.1;0.9;0.6;0.1;0.7;1.5;8.1
319;Saben Lee;PG;22;DET;26;0;15.4;1.8;4.7;0.38;0.5;1.7;0.273;1.3;3;0.442;0.43;1.3;1.7;0.767;0.4;2.2;2.5;2.4;1;0.4;1;0.9;5.3
320;Alex Len;C;28;SAC;30;9;17.4;2.6;5;0.523;0.2;0.6;0.316;2.4;4.4;0.553;0.543;1.1;1.7;0.654;1.6;3.2;4.8;1.2;0.3;0.8;1.3;2.9;6.6
321;Caris LeVert;SG;27;IND;32;32;30.6;7;15.7;0.447;1.6;5;0.325;5.4;10.7;0.504;0.499;2.8;3.4;0.8;0.7;2.9;3.6;4.1;1;0.5;1.8;2.3;18.4
322;Kira Lewis Jr.;PG;20;NOP;24;0;14.2;2.5;6.1;0.404;0.5;2.4;0.224;1.9;3.7;0.523;0.449;0.4;0.5;0.833;0.4;1.3;1.6;2;0.5;0;1.1;0.7;5.9
323;Scottie Lewis;SG;21;CHO;2;0;3.5;0;0;0;0;0;0;0;0;0;0;0.5;1;0.5;0;0;0;0.5;0.5;0;0;0;0.5
324;Damian Lillard;PG;31;POR;29;29;36.4;7.7;19;0.402;3.2;9.8;0.324;4.5;9.2;0.485;0.486;5.5;6.2;0.878;0.4;3.7;4.1;7.3;0.6;0.4;2.9;1.3;24
325;Nassir Little;SF;21;POR;40;21;25.5;3.3;7.3;0.444;1.1;3.6;0.31;2.1;3.7;0.574;0.52;1.7;2.2;0.742;1.4;4.2;5.5;1.2;0.6;0.9;0.9;2;9.3
326;Isaiah Livers;SF;23;DET;1;0;5;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
327;Kevon Looney;C;25;GSW;46;46;20.5;2.5;4.7;0.547;0;0;0;2.5;4.6;0.549;0.547;1;1.6;0.635;2.7;4.6;7.3;1.6;0.6;0.8;0.9;2.6;6.1
328;Brook Lopez;C;33;MIL;1;1;28;3;9;0.333;2;4;0.5;1;5;0.2;0.444;0;0;0;2;3;5;0;1;3;0;3;8
329;Robin Lopez;C;33;ORL;22;9;18.6;3.8;6.5;0.583;0;0.2;0.25;3.8;6.4;0.593;0.587;0.9;1.5;0.594;2.3;1.5;3.8;1.9;0;0.5;1.3;2;8.5
330;Didi Louzada;SF;22;NOP;2;0;3.5;0;1.5;0;0;1.5;0;0;0;0;0;0;0;0;1;0;1;0.5;0;0;0;0;0
331;Kevin Love;PF;33;CLE;38;2;21.3;4.3;10;0.434;2.4;6.1;0.403;1.9;3.9;0.483;0.557;2.9;3.2;0.886;1.1;6;7.1;2.1;0.3;0.2;1.2;0.9;14
332;Kyle Lowry;PG;35;MIA;39;39;34.2;4.5;10.8;0.412;2.1;6.4;0.327;2.4;4.5;0.534;0.508;2.4;2.8;0.847;0.6;3.8;4.5;8.3;1;0.4;3.1;2.8;13.4
333;Timothé Luwawu-Cabarrot;SF;26;ATL;30;12;14.3;1.5;3.9;0.385;0.9;2.7;0.346;0.6;1.2;0.472;0.504;0.6;0.7;0.85;0.3;1.3;1.5;0.8;0.4;0.1;0.4;1.5;4.5
334;Trey Lyles;PF;26;DET;42;3;19.4;3.2;7.3;0.443;0.9;2.9;0.293;2.4;4.4;0.543;0.502;2.5;3.2;0.782;1.3;3.5;4.8;1.2;0.4;0.5;1;1.8;9.8
335;Théo Maledon;PG;20;OKC;21;0;13.6;1;3.7;0.282;0.4;2.1;0.182;0.7;1.6;0.412;0.333;1.2;1.4;0.867;0.4;1.4;1.8;1;0.5;0.1;0.9;1;3.7
336;Sandro Mamukelashvili;PF;22;MIL;23;2;11.6;1.4;3.3;0.427;0.6;1.5;0.371;0.8;1.7;0.475;0.513;0.4;0.5;0.75;1.1;1.1;2.3;0.6;0.3;0.3;0.4;0.7;3.7
337;Terance Mann;SF;25;LAC;46;15;29.4;3.9;8.2;0.476;1;2.8;0.369;2.9;5.4;0.532;0.54;1.4;1.9;0.744;1.4;3.9;5.3;2.3;0.5;0.1;1.1;2.2;10.3
338;Tre Mann;PG;20;OKC;32;2;17.4;2.7;6.9;0.395;1;2.9;0.351;1.7;3.9;0.429;0.47;0.6;0.9;0.667;0.4;1.9;2.3;0.8;0.6;0.2;0.7;1.6;7.1
339;Boban Marjanovi?;C;33;DAL;16;0;5.9;2.2;3.5;0.625;0.1;0.2;0.333;2.1;3.3;0.642;0.634;0.5;1;0.5;0.4;1.4;1.9;0.1;0;0.1;0.7;1.2;4.9
340;Lauri Markkanen;PF;24;CLE;37;37;30.7;5;11.5;0.433;2;6;0.335;3;5.6;0.539;0.52;1.7;2;0.863;1.1;4.3;5.4;1.5;0.8;0.5;0.8;1.8;13.7
341;Naji Marshall;SF;24;NOP;23;0;9.6;1;3;0.329;0.2;1.2;0.143;0.8;1.8;0.452;0.357;1.1;1.3;0.862;0.6;1.8;2.4;0.9;0.4;0.1;0.9;1;3.3
342;Caleb Martin;SF;26;MIA;36;9;23.1;3.7;7.2;0.517;1;2.8;0.37;2.7;4.4;0.61;0.589;1.1;1.6;0.714;1.3;2.8;4;0.9;1.1;0.5;0.8;1.7;9.6
343;Cody Martin;SF;26;CHO;41;6;27;3;6.4;0.466;1;2.3;0.447;2;4.1;0.476;0.546;1.2;1.7;0.714;1.3;3;4.2;2.7;1.4;0.5;0.9;1.6;8.2
344;Kelan Martin;SF;26;IND;27;1;16.4;2.6;6.2;0.417;0.8;2.7;0.297;1.8;3.5;0.511;0.482;0.3;0.5;0.692;0.6;1.4;2;0.8;0.5;0.3;0.5;1.3;6.3
345;Kenyon Martin Jr.;SF;21;HOU;44;0;19.1;3.2;6.2;0.515;0.6;1.8;0.309;2.6;4.4;0.601;0.56;1;1.6;0.657;1;2.8;3.8;1.4;0.4;0.5;0.7;1.3;8
346;Garrison Mathews;SG;25;HOU;30;16;27.6;3.3;7.9;0.416;2.5;6.6;0.377;0.8;1.3;0.615;0.574;2.4;2.9;0.818;0.5;3.1;3.6;0.9;0.7;0.4;0.6;3;11.5
347;Dakota Mathias;SG;26;MEM;6;0;2.7;0.3;1;0.333;0.3;1;0.333;0;0;0;0.5;0;0;0;0;0.3;0.3;0.2;0.2;0;0;0.2;1
348;Wesley Matthews;SG;35;MIL;20;6;20.8;2.5;5.3;0.467;1.5;3.8;0.4;1;1.5;0.633;0.61;0.2;0.3;0.5;0.6;1.6;2.2;0.8;0.5;0.3;0.5;1.8;6.6
349;Tyrese Maxey;PG;21;PHI;38;37;35.2;6.3;13.4;0.468;1.4;3.5;0.406;4.8;9.9;0.489;0.521;2.7;3.1;0.874;0.4;3.1;3.4;4.4;0.7;0.5;1.1;2.1;16.7
350;Skylar Mays;SG;24;ATL;17;5;10.8;1.8;3.5;0.525;0.5;1.5;0.32;1.4;2;0.676;0.593;0.4;0.4;1;0.3;1.1;1.4;0.8;0.4;0;0.4;0.4;4.5
351;Miles McBride;PG;21;NYK;18;2;8.1;0.8;3;0.278;0.3;1.6;0.179;0.6;1.4;0.385;0.324;0.2;0.2;0.75;0.1;0.8;0.9;1.2;0.4;0.1;0.2;0.8;2.1
352;Mac McClung;PG;23;CHI;1;0;3;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;2
353;CJ McCollum;SG;30;POR;27;27;35;8;18.6;0.427;3.3;8.1;0.402;4.7;10.5;0.447;0.515;1.5;2.1;0.702;1;3;4;4.3;1.1;0.7;2.1;2.1;20.7
354;T.J. McConnell;PG;29;IND;24;6;24.2;3.8;7.5;0.503;0.3;1;0.28;3.5;6.5;0.538;0.522;0.5;0.6;0.8;0.8;2.5;3.3;4.8;1;0.4;1.2;1.8;8.4
355;Jaden McDaniels;PF;21;MIN;42;17;25.8;3.2;7.7;0.415;0.9;3.4;0.264;2.3;4.3;0.536;0.474;0.7;0.9;0.784;1.3;3.1;4.4;1;0.8;0.7;1.1;3.4;8
356;Jalen McDaniels;SF;24;CHO;39;2;17.6;2.5;5.1;0.492;0.8;2.2;0.372;1.7;2.8;0.586;0.574;0.8;1.2;0.674;0.7;2.7;3.5;1.1;0.5;0.4;0.8;1.8;6.6
357;Doug McDermott;PF;30;SAS;31;31;24.5;4.3;9.4;0.455;2.2;5.2;0.416;2.1;4.2;0.504;0.57;0.6;0.9;0.704;0.4;2.1;2.5;1.2;0.2;0.1;0.8;1.5;11.4
358;JaVale McGee;C;34;PHO;40;12;16.2;4.3;6.5;0.656;0;0.1;0.25;4.2;6.4;0.663;0.658;1.5;2.3;0.678;2.2;4.7;6.9;0.7;0.3;0.8;1.5;2.6;10.1
359;Cameron McGriff;SF;24;POR;3;0;15.3;1.7;4.7;0.357;0.7;2;0.333;1;2.7;0.375;0.429;0.7;0.7;1;2;3;5;1;0;0.3;0;2.3;4.7
360;Rodney McGruder;SG;30;DET;20;0;12;1.8;3.7;0.473;0.9;2.1;0.415;0.9;1.7;0.545;0.588;0.2;0.3;0.667;0.7;1.4;2.1;0.7;0.3;0.1;0.5;0.8;4.6
361;Alfonzo McKinnie;SF;29;CHI;12;3;15.4;1.9;4.8;0.404;0.8;2.2;0.346;1.2;2.6;0.452;0.482;0.1;0.5;0.167;1.1;1;2.1;0.3;0.2;0.3;0.5;1.7;4.7
362;JaQuori McLaughlin;PG;24;DAL;4;0;2.8;0;0.5;0;0;0.3;0;0;0.3;0;0;0;0;0;0;0;0;0.5;0;0;0;0.3;0
363;Jordan McLaughlin;PG;25;MIN;28;2;11.2;0.8;2.6;0.284;0.1;1;0.143;0.6;1.6;0.37;0.311;0.5;0.8;0.682;0.2;0.9;1.1;2.4;0.6;0;0.7;0.5;2.2
364;Ben McLemore;SG;28;POR;28;4;17.2;2.9;7;0.416;2.3;5.6;0.399;0.7;1.4;0.487;0.576;0.7;0.9;0.792;0.3;1.1;1.4;0.8;0.4;0.1;0.8;1.5;8.8
365;De'Anthony Melton;SG;23;MEM;39;13;22.7;3.5;9;0.386;1.5;4.8;0.317;2;4.3;0.464;0.47;1.2;1.7;0.708;0.9;3.4;4.3;2.7;1.6;0.6;1.5;1.8;9.7
366;Sam Merrill;SG;25;MEM;6;0;9.7;1.3;4;0.333;1.2;3.8;0.304;0.2;0.2;1;0.479;0.3;0.7;0.5;0.2;1;1.2;0.7;0;0;0.3;0.5;4.2
367;Chimezie Metu;C;24;SAC;31;19;22.5;3.5;8.3;0.422;1;3.7;0.278;2.5;4.6;0.538;0.484;1;1.4;0.744;0.6;5.5;6.1;1.1;0.9;0.6;0.9;1.5;9.1
368;Khris Middleton;SF;30;MIL;36;36;31.9;6.6;15;0.436;2.4;6.2;0.381;4.2;8.8;0.475;0.515;4.2;4.8;0.883;0.6;5.1;5.7;5.3;1.1;0.3;3.2;2.3;19.7
369;C.J. Miles;SG;34;BOS;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
370;Patty Mills;PG;33;BRK;44;27;30.9;4.7;10.8;0.438;3.2;7.5;0.423;1.5;3.3;0.472;0.585;0.7;0.8;0.886;0.2;1.9;2.1;2.5;0.6;0.3;1;1.4;13.3
371;Paul Millsap;PF;36;BRK;24;0;11.3;1.3;3.5;0.376;0.3;1.1;0.222;1.1;2.4;0.448;0.412;0.5;0.7;0.706;1.2;2.5;3.7;1;0.2;0.5;0.5;2;3.4
372;Shake Milton;PG;25;PHI;27;6;24.7;4;9.4;0.429;0.9;2.9;0.316;3.1;6.5;0.48;0.478;1.5;1.8;0.854;0.5;2.5;3;2.8;0.7;0.4;1.1;2.1;10.5
373;Davion Mitchell;PG;23;SAC;41;1;24.7;3.7;9.5;0.393;1.1;3.7;0.307;2.6;5.8;0.449;0.454;0.5;0.9;0.595;0.6;1.7;2.3;3.2;0.7;0.3;1;1.8;9.1
374;Donovan Mitchell;SG;25;UTA;40;40;33.5;9.3;20.7;0.45;3.2;9.5;0.339;6.1;11.2;0.545;0.528;3.7;4.2;0.876;0.8;3.1;4;5.2;1.6;0.2;3;2.5;25.5
375;Evan Mobley;PF;20;CLE;38;38;34.2;6.2;12.1;0.511;0.4;1.4;0.296;5.8;10.7;0.539;0.528;2.2;3.1;0.706;1.7;6.2;7.8;2.6;0.8;1.7;1.8;2.1;15
376;Malik Monk;SG;23;LAL;41;11;26.2;4.4;9.3;0.476;2.1;5.1;0.408;2.3;4.2;0.561;0.589;1;1.2;0.824;0.5;2.6;3.1;2.3;0.7;0.5;1.3;1.6;12
377;Greg Monroe;C;31;WAS;2;0;9;2;4;0.5;0;0;0;2;4;0.5;0.5;0;0;0;3.5;1.5;5;0.5;0.5;0.5;1;1;4
378;Moses Moody;SG;19;GSW;26;1;7;0.8;2.3;0.339;0.2;1.3;0.121;0.6;1;0.615;0.373;0.5;0.6;0.8;0.2;0.9;1;0.3;0.1;0.2;0.2;0.5;2.2
379;Xavier Moon;SG;27;LAC;6;0;13.8;2.3;5.7;0.412;0.5;1.7;0.3;1.8;4;0.458;0.456;0.3;0.5;0.667;0.2;1.3;1.5;1.7;0.8;0.2;0.5;0.7;5.5
380;Matt Mooney;SG;24;NYK;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
381;Ja Morant;PG;22;MEM;35;35;32.6;9.3;19.1;0.489;1.6;4.4;0.357;7.7;14.7;0.528;0.53;4.9;6.3;0.776;1.3;4.5;5.8;6.9;1.3;0.4;3.3;1.3;25.1
382;Juwan Morgan;PF;24;TOR;1;0;27;2;3;0.667;1;2;0.5;1;1;1;0.833;0;0;0;2;2;4;1;0;0;0;3;5
383;Jaylen Morris;SG;26;SAS;3;0;5.3;0;2;0;0;0.7;0;0;1.3;0;0;0.7;1.3;0.5;0;0.7;0.7;0.7;0;0;0.3;0.7;0.7
384;Marcus Morris;PF;32;LAC;25;25;30.6;5.7;13.4;0.428;2;5.4;0.375;3.7;7.9;0.465;0.504;2.5;2.9;0.863;0.6;4.6;5.2;2.2;0.5;0.4;1.4;2.3;16
385;Markieff Morris;PF;32;MIA;10;0;18.7;3.2;7;0.457;0.8;2.2;0.364;2.4;4.8;0.5;0.514;0.5;0.5;1;1.3;1.5;2.8;1.4;0.3;0.1;1.2;2.2;7.7
386;Monte Morris;PG;26;DEN;41;40;30;5.2;10.9;0.478;1.7;4.5;0.377;3.5;6.5;0.547;0.555;0.7;0.9;0.771;0.3;2.5;2.8;4;0.8;0.1;1.2;1.3;12.8
387;Emmanuel Mudiay;PG;25;SAC;2;0;5.5;0;1;0;0;0;0;0;1;0;0;1.5;2;0.75;0;0;0;2;0.5;0;0.5;0.5;1.5
388;Mychal Mulder;PG;27;ORL;15;2;13;1.3;4.5;0.299;0.9;3.1;0.283;0.5;1.4;0.333;0.396;0.1;0.1;1;0.1;1.3;1.4;0.2;0.3;0.1;0.5;0.8;3.7
389;Ade Murkey;SG;24;SAC;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
